ticket_id,client_name,client_sector,ticket_subject,ticket_description,module,component,urgency_signals,previous_classification,correct_ticket_type,correct_priority,correct_target_team,preferred_resolver
SIS-2026-0112,MetalLabel,industrial manufacturing,Sessão de esclarecimento sobre indicadores,"A administração quer que a equipa intermédia interprete os indicadores da mesma forma antes da próxima revisão mensal. Pode ser necessário validar em ambiente real e não só em teste. Se possível, manter com Helena Rocha porque já conhece o contexto do cliente. Há alguma sensibilidade comercial, mas sem dramatização no pedido. O processo continua a funcionar e o pedido pode entrar em fila normal.",reporting,dashboards,sem bloqueio operacional; afeta uma equipa,configuration_request / medium / technical_support,training_needed,low,training_consulting,Helena Rocha
SIS-2026-0113,Cartonagem Douro,packaging,Parametrização de acessos para novo processo,"O cliente abriu uma nova função interna e quer limitar aprovação e consulta a um conjunto específico de utilizadores. O pedido entrou com pouco contexto e alguma pressa. O texto original mistura português com inglês e foi limpo apenas o mínimo para ficar legível. O cliente pediu retorno curto mesmo que ainda não haja solução final. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",user_permissions,roles_profiles,afeta vários utilizadores; impacto moderado,feature_request / low / account_management,configuration_request,high,technical_support,
SIS-2026-0114,AlfaForms,forms and labels,Equipa de gestão pede onboarding em KPIs,"A administração quer que a equipa intermédia interprete os indicadores da mesma forma antes da próxima revisão mensal. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",reporting,dashboards,convém validar com alguma brevidade,configuration_request / medium / technical_support,training_needed,medium,training_consulting,
SIS-2026-0115,PrintWorks Porto,printing,Pedido de novas permissões,"Há alguma urgência porque o arranque do processo foi esta semana, mas não é incidente técnico. Ainda estamos a confirmar se acontece em todas as empresas do grupo ou só nesta. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",user_permissions,roles_profiles,precisamos ainda hoje,client_misunderstanding / medium / support_level_1,configuration_request,high,technical_support,
SIS-2026-0116,TextilMinho,textile,Relatório abre mas exportação falha,"O dashboard apresenta valores no ecrã, mas o ficheiro exportado fica vazio ou com colunas trocadas. Podemos recolher base de dados de exemplo se for preciso, mas ainda não foi pedido. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",reporting,excel_export,afeta vários utilizadores,,software_bug,high,development,
SIS-2026-0117,TecnoRolo Iberia,industrial manufacturing,CRM precisa de workflow diferente,"A equipa comercial quer separar pré-orçamento de proposta formal e hoje isso está tudo na mesma etapa. Já reiniciaram sessão, browser e posto, sem conclusão clara. Se possível, manter com Ana Martins porque já conhece o contexto do cliente. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",CRM,commercial_pipeline,impacto moderado; sem bloqueio operacional,,configuration_request,medium,technical_support,Ana Martins
SIS-2026-0118,GrafiNorte SA,printing,Erro ao emitir fatura final,"A operação passa pelas linhas e cálculo do IVA, depois devolve erro e não gera número. O cliente está a segurar expedições à espera disto. O cliente pediu retorno curto mesmo que ainda não haja solução final. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",invoicing,invoice_emission,parcialmente parado,client_misunderstanding / medium / support_level_1,software_bug,high,development,
SIS-2026-0119,TecnoRolo Iberia,industrial manufacturing,Dados de faturação ficaram incoerentes,"Há registos técnicos por confirmar, por isso o ticket mistura dados, integração e possível bug. O cliente diz que ontem funcionava. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",invoicing,e_invoice,cliente à espera,,data_issue,high,technical_support,
SIS-2026-0120,ValeFlex,printing,Feature request: callback depois de enviar documento,"Atualmente o processo é manual mas funcional, por isso continua a ser melhoria e não incidente. O pedido entrou com pouco contexto e alguma pressa. Ainda estamos a confirmar se acontece em todas as empresas do grupo ou só nesta. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. Não há bloqueio operacional imediato; o valor aqui é mais de conveniência ou prevenção.",integrations,webservices,melhoria para analisar,client_misunderstanding / low / support_level_1,feature_request,low,technical_support,
SIS-2026-0121,FlexoPrime,printing,Totais do diário diferentes entre ecrãs,"Como estamos perto de fecho, o risco financeiro é maior do que o volume do ticket sugere. O utilizador admite que pode estar a seguir um passo desatualizado. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",accounting,journal_entries,parcialmente parado,,data_issue,high,technical_support,
SIS-2026-0122,PlastiCentro,plastics,Equipa financeira pede sessão orientada,"Por envolver faturação, às vezes estes tickets soam mais urgentes do que realmente são. Pode ser necessário validar em ambiente real e não só em teste. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",invoicing,tax_validation,precisamos esta semana,training_needed / low / training_consulting,training_needed,medium,training_consulting,
SIS-2026-0123,EtiquetaFina,labels,Equipa financeira pede sessão orientada,"O responsável financeiro quer alinhar a equipa sobre o que deve ser validado antes de emitir. A equipa insiste que o problema é novo, mas não quantifica bem quando começou. O cliente pediu retorno curto mesmo que ainda não haja solução final. O processo continua a funcionar e o pedido pode entrar em fila normal.",invoicing,tax_validation,melhoria para analisar,client_misunderstanding / medium / support_level_1,training_needed,low,training_consulting,
SIS-2026-0124,EtiquetaFina,labels,Pedido de formação no pipeline comercial,"Entraram duas pessoas novas e o gestor quer uma sessão prática para evitar oportunidades mal fechadas. Pode ser necessário validar em ambiente real e não só em teste. Se possível, manter com Carla Sousa porque já conhece o contexto do cliente. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",CRM,opportunities,precisamos esta semana; precisamos ainda hoje,configuration_request / medium / technical_support,training_needed,medium,training_consulting,Carla Sousa
SIS-2026-0125,PlastiCentro,plastics,Urgent: Saldo do armazém não bate com histórico,"Depois de uma integração/importação noturna apareceram movimentos em duplicado e o saldo disponível ficou acima do físico. A descrição veio por telefone e foi resumida internamente. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",stock,stock_movements,cliente à espera; expedição parada,,data_issue,high,technical_support,
SIS-2026-0126,AlfaForms,forms and labels,Urgent: Workflow aprova e volta a pendente,"Há prints do estado antes e depois; podemos enviar se ajudar. O pedido entrou com pouco contexto e alguma pressa. Há alguma sensibilidade comercial, mas sem dramatização no pedido. Sem isto resolvido hoje, a operação financeira ou produtiva fica efetivamente bloqueada.",user_permissions,approvals,expedição parada,client_misunderstanding / medium / support_level_1,software_bug,critical,development,
SIS-2026-0127,Cartonagem Douro,packaging,URGENTE - Login intermitente no ambiente,Desde cerca das 08:30 vários utilizadores recebem erro no login ou ficam presos depois de autenticar. O pedido entrou com pouco contexto e alguma pressa. O impacto reportado é imediato e o cliente diz que o processo principal ficou parado.,general,login,sem faturar,software_bug / high / development,infrastructure_problem,critical,infrastructure,
SIS-2026-0128,Braga Print House,printing,CRM precisa de workflow diferente,"Pode ficar a meio caminho entre configuração e melhoria, mas continua mais próximo de parametrização. Há referência a outro ticket antigo, mas sem número. Podemos recolher base de dados de exemplo se for preciso, mas ainda não foi pedido. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",CRM,commercial_pipeline,impacto moderado,configuration_request / medium / technical_support,configuration_request,medium,technical_support,Miguel Santos
SIS-2026-0129,EuroPackaging PT,packaging,Question about dashboard totals,"Ainda assim, a descrição não é cristalina e vale validar antes de assumir erro do cliente. O cliente diz que ontem funcionava. Não há bloqueio operacional imediato; o valor aqui é mais de conveniência ou prevenção.",reporting,dashboards,pode esperar,software_bug / medium / technical_support,client_misunderstanding,low,support_level_1,
SIS-2026-0130,EtiquetaFina,labels,Ao fechar venda o documento não sai,"A operação passa pelas linhas e cálculo do IVA, depois devolve erro e não gera número. O cliente está a segurar expedições à espera disto. Ainda não anexaram prints, mas podem enviar. Sem isto resolvido hoje, a operação financeira ou produtiva fica efetivamente bloqueada.",invoicing,invoice_emission,produção parada; fecho do mês,configuration_request / medium / technical_support,software_bug,critical,development,Miguel Santos
SIS-2026-0131,AlfaForms,forms and labels,Dados de faturação ficaram incoerentes,"Há registos técnicos por confirmar, por isso o ticket mistura dados, integração e possível bug. Se possível, manter com Marta Silva porque já conhece o contexto do cliente. O cliente pediu retorno curto mesmo que ainda não haja solução final. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",invoicing,e_invoice,fecho do mês; sem faturar,client_misunderstanding / medium / support_level_1,data_issue,high,technical_support,Marta Silva
SIS-2026-0132,MetalLabel,industrial manufacturing,Pedido de parametrização do pipeline,"A equipa comercial quer separar pré-orçamento de proposta formal e hoje isso está tudo na mesma etapa. Existe suspeita de configuração, embora nada conclusivo. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",CRM,commercial_pipeline,impacto moderado,configuration_request / medium / technical_support,configuration_request,medium,technical_support,Helena Rocha
SIS-2026-0133,NorteCartao,packaging,Expor novo endpoint para parceiro,"Pode acabar por tocar arquitetura, então faz sentido classificar com algum cuidado técnico. Há referência a outro ticket antigo, mas sem número. O processo continua a funcionar e o pedido pode entrar em fila normal.",integrations,webservices,sem urgência,configuration_request / medium / technical_support,feature_request,low,technical_support,Marta Silva
SIS-2026-0134,NorteCartao,packaging,Question about customer card flow,"Não há indício claro de erro técnico; parece mais navegação ou diferença de permissões entre perfis. A descrição veio por telefone e foi resumida internamente. Ainda estamos a confirmar se acontece em todas as empresas do grupo ou só nesta. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. O processo continua a funcionar e o pedido pode entrar em fila normal.",CRM,customer_cards,quando possível,training_needed / medium / training_consulting,client_misunderstanding,low,support_level_1,
SIS-2026-0135,LusoPack Embalagens,packaging,Precisa análise - Números do dashboard não batem com relatório,"Como estes números entram em reunião de gestão, convém não desvalorizar logo como simples uso incorreto. A equipa insiste que o problema é novo, mas não quantifica bem quando começou. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",reporting,kpi_analysis,fecho do mês,data_issue / medium / technical_support,data_issue,high,technical_support,
SIS-2026-0136,EuroPackaging PT,packaging,Feature request: callback depois de enviar documento,"Pode acabar por tocar arquitetura, então faz sentido classificar com algum cuidado técnico. No ticket interno alguém escreveu “talvez seja processo”, mas sem certeza. O cliente pediu retorno curto mesmo que ainda não haja solução final. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",integrations,webservices,há workaround parcial; fecho do mês,,feature_request,medium,technical_support,
SIS-2026-0137,LusoPack Embalagens,packaging,Nova regra para overhead de produção,"Pode tocar financeiramente o negócio, portanto convém tratar com cuidado mesmo sem ser crítico. Ainda não anexaram prints, mas podem enviar. Há quem diga que é só configuração; outros acham que começou depois da última atualização. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",production,cost_calculation,parcialmente parado,client_misunderstanding / medium / support_level_1,configuration_request,high,technical_support,
SIS-2026-0138,NorteCartao,packaging,Precisa análise - Quantidades produzidas ficaram erradas,"Pode ser sincronização atrasada, mas também pode haver perda real de dados. O utilizador admite que pode estar a seguir um passo desatualizado. No ticket interno alguém escreveu “talvez seja processo”, mas sem certeza. Há alguma sensibilidade comercial, mas sem dramatização no pedido. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",production,shop_floor,convém validar com alguma brevidade,,data_issue,medium,technical_support,
SIS-2026-0139,Cartonagem Douro,packaging,Pedido de novas permissões,"O cliente abriu uma nova função interna e quer limitar aprovação e consulta a um conjunto específico de utilizadores. Há alguma sensibilidade comercial, mas sem dramatização no pedido. Não há bloqueio operacional imediato; o valor aqui é mais de conveniência ou prevenção.",user_permissions,roles_profiles,melhoria para analisar; afeta uma equipa,feature_request / low / account_management,configuration_request,low,technical_support,
SIS-2026-0140,PrintWorks Porto,printing,Feature request for operator screen,"Os operadores pedem um aviso mais visível quando a ordem já está concluída para evitar lançamentos repetidos. Há alguma sensibilidade comercial, mas sem dramatização no pedido. O processo continua a funcionar e o pedido pode entrar em fila normal.",production,shop_floor,sem bloqueio operacional; convém validar com alguma brevidade,,feature_request,low,technical_support,
SIS-2026-0141,ValeFlex,printing,URGENTE - Aprovação desaparece depois de validar,"Isto está a atrasar compras e requisições. Não parece ser apenas permissão porque o mesmo perfil funcionava até esta semana. O pedido entrou com pouco contexto e alguma pressa. Se possível, manter com Helena Rocha porque já conhece o contexto do cliente. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",user_permissions,approvals,cliente à espera; impacto moderado,client_misunderstanding / medium / support_level_1,software_bug,high,development,Helena Rocha
SIS-2026-0142,GrafiNorte SA,printing,Mapeamento EDI precisa de novo campo,"O impacto é relevante porque sem isto o arranque comercial atrasa, mas o sistema em si continua operacional. Já reiniciaram sessão, browser e posto, sem conclusão clara. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",integrations,edi,há workaround parcial,client_misunderstanding / medium / support_level_1,configuration_request,medium,technical_support,Pedro Neves
SIS-2026-0143,FibraSul,paper converting,KPI parece errado mas talvez seja filtro,"O utilizador compara dois meses sem reparar que um dos painéis está filtrado por vendedor. Já reiniciaram sessão, browser e posto, sem conclusão clara. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",reporting,dashboards,afeta uma equipa,,client_misunderstanding,medium,support_level_1,Rui Costa
SIS-2026-0144,Cartonagem Douro,packaging,URGENTE - Password reset flow seems broken globally,"Pode parecer permissão ou suporte simples, mas a escala do problema aponta para algo mais transversal. Se possível, manter com Miguel Santos porque já conhece o contexto do cliente. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. Sem isto resolvido hoje, a operação financeira ou produtiva fica efetivamente bloqueada.",user_permissions,password_policy,deadline hoje,,infrastructure_problem,critical,infrastructure,Miguel Santos
SIS-2026-0145,ValeFlex,printing,Ajustar regra EDI para novo cliente,"Entrou um parceiro novo e o ficheiro precisa de levar um identificador adicional antes de seguir para o destino. Há referência a outro ticket antigo, mas sem número. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",integrations,edi,afeta uma equipa,feature_request / low / account_management,configuration_request,medium,technical_support,
SIS-2026-0146,TecnoRolo Iberia,industrial manufacturing,Equipa nova no armazém precisa de acompanhamento,"Há utilizadores novos no armazém e estão a abrir tickets diferentes para o mesmo processo de transferência. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",stock,warehouse_transfer,convém validar com alguma brevidade; afeta vários utilizadores,configuration_request / medium / technical_support,training_needed,medium,training_consulting,
SIS-2026-0147,FlexoPrime,printing,Vários utilizadores sem conseguir entrar,"Não há alteração funcional pedida pelo cliente; tudo aponta para incidente de ambiente, autenticação ou infraestrutura. A equipa insiste que o problema é novo, mas não quantifica bem quando começou. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. O impacto reportado é imediato e o cliente diz que o processo principal ficou parado.",general,login,todos bloqueados,infrastructure_problem / high / infrastructure,infrastructure_problem,critical,infrastructure,Pedro Neves
SIS-2026-0148,Braga Print House,printing,Criar perfil para supervisores de turno,"Não existe falha atual; é uma alteração de parametrização para acomodar processo novo. O pedido entrou com pouco contexto e alguma pressa. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",user_permissions,roles_profiles,fecho do mês,feature_request / low / account_management,configuration_request,high,technical_support,
SIS-2026-0149,EtiquetaFina,labels,Pedido de novo mapa por cliente e família,"Não é correção nem parametrização urgente; é melhoria com valor de negócio se entrar em backlog. O pedido entrou com pouco contexto e alguma pressa. Se possível, manter com Rui Costa porque já conhece o contexto do cliente. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",reporting,custom_reports,precisamos ainda hoje,feature_request / low / account_management,feature_request,high,account_management,Rui Costa
SIS-2026-0150,PlastiCentro,plastics,Stock movement totals look inflated,"Depois de uma integração/importação noturna apareceram movimentos em duplicado e o saldo disponível ficou acima do físico. Pode ser necessário validar em ambiente real e não só em teste. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",stock,stock_movements,precisamos ainda hoje,data_issue / medium / technical_support,data_issue,high,technical_support,
SIS-2026-0151,FibraSul,paper converting,Performance degradada no ERP,"O sistema abre, mas quase todos os ecrãs demoram demasiado tempo e alguns acabam por falhar. O cliente diz que ontem funcionava. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. O impacto reportado é imediato e o cliente diz que o processo principal ficou parado.",general,performance,sem faturar,,infrastructure_problem,critical,infrastructure,
SIS-2026-0152,Cartonagem Douro,packaging,Pedido de formação sobre validação fiscal,"Por envolver faturação, às vezes estes tickets soam mais urgentes do que realmente são. Ainda não anexaram prints, mas podem enviar. Há quem diga que é só configuração; outros acham que começou depois da última atualização. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",invoicing,tax_validation,cliente à espera,,training_needed,high,training_consulting,
SIS-2026-0153,EuroPackaging PT,packaging,Precisa análise - Work order fecha mas volta a abrir,"No chão de fábrica conseguem apontar tempos mas a ordem fica presa quando tentam fechar o consumo real. Se possível, manter com Pedro Neves porque já conhece o contexto do cliente. Há quem diga que é só configuração; outros acham que começou depois da última atualização. Há alguma sensibilidade comercial, mas sem dramatização no pedido. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",production,work_orders,afeta vários utilizadores,client_misunderstanding / medium / support_level_1,software_bug,high,development,Pedro Neves
SIS-2026-0154,Cartonagem Douro,packaging,Pedido de melhoria no ecrã de chão de fábrica,Os operadores pedem um aviso mais visível quando a ordem já está concluída para evitar lançamentos repetidos. O processo continua a funcionar e o pedido pode entrar em fila normal.,production,shop_floor,sem bloqueio operacional,client_misunderstanding / low / support_level_1,feature_request,low,technical_support,
SIS-2026-0155,GrafiNorte SA,printing,Bug na confirmação de produção,"No chão de fábrica conseguem apontar tempos mas a ordem fica presa quando tentam fechar o consumo real. Podemos recolher base de dados de exemplo se for preciso, mas ainda não foi pedido. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",production,work_orders,precisamos ainda hoje; sem faturar,data_issue / high / technical_support,software_bug,high,development,
SIS-2026-0156,FlexoPrime,printing,Question about dashboard totals,"Ainda assim, a descrição não é cristalina e vale validar antes de assumir erro do cliente. A descrição veio por telefone e foi resumida internamente. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. Não há bloqueio operacional imediato; o valor aqui é mais de conveniência ou prevenção.",reporting,dashboards,melhoria para analisar,software_bug / medium / technical_support,client_misunderstanding,low,support_level_1,
SIS-2026-0157,Cartonagem Douro,packaging,Ajustar regra EDI para novo cliente,"Entrou um parceiro novo e o ficheiro precisa de levar um identificador adicional antes de seguir para o destino. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",integrations,edi,há workaround parcial,configuration_request / medium / technical_support,feature_request,medium,technical_support,
SIS-2026-0158,EtiquetaFina,labels,Equipa comercial pede sessão curta de CRM,"Entraram duas pessoas novas e o gestor quer uma sessão prática para evitar oportunidades mal fechadas. A descrição veio por telefone e foi resumida internamente. Se possível, manter com Carla Sousa porque já conhece o contexto do cliente. Há quem diga que é só configuração; outros acham que começou depois da última atualização. O cliente pediu retorno curto mesmo que ainda não haja solução final. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",CRM,opportunities,parcialmente parado; há workaround parcial,,training_needed,high,training_consulting,Carla Sousa
SIS-2026-0159,LusoPack Embalagens,packaging,Utilizadores relatam lentidão geral,"Pode ser capacidade, base de dados, rede ou tarefa de fundo, por isso a triagem precisa de ser prudente. Há quem diga que é só configuração; outros acham que começou depois da última atualização. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",general,performance,afeta vários utilizadores,,infrastructure_problem,high,infrastructure,
SIS-2026-0160,EuroPackaging PT,packaging,Pedido de workshop para planners,"O cliente pediu “algo prático, não muito longo”. Há alguma sensibilidade comercial, mas sem dramatização no pedido. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",production,scheduling,afeta vários utilizadores,training_needed / low / training_consulting,training_needed,high,training_consulting,Pedro Neves
SIS-2026-0161,LusoPack Embalagens,packaging,Timeout no motor de relatórios,"Não é um incidente total do ERP, mas para certas equipas já travou trabalho relevante. Ainda estamos a confirmar se acontece em todas as empresas do grupo ou só nesta. Há alguma sensibilidade comercial, mas sem dramatização no pedido. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",reporting,custom_reports,cliente à espera,,infrastructure_problem,high,infrastructure,Carla Sousa
SIS-2026-0162,ValeFlex,printing,Adjust role to allow approval only,"Não existe falha atual; é uma alteração de parametrização para acomodar processo novo. O cliente diz que ontem funcionava. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",user_permissions,roles_profiles,parcialmente parado,client_misunderstanding / medium / support_level_1,configuration_request,high,technical_support,
SIS-2026-0163,TextilMinho,textile,Need refresher on scheduling board,"Não parece haver defeito técnico. O ganho aqui é reduzir decisões inconsistentes e chamadas repetidas. Há alguma sensibilidade comercial, mas sem dramatização no pedido. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",production,scheduling,precisamos esta semana,,training_needed,medium,training_consulting,Rui Costa
SIS-2026-0164,EuroPackaging PT,packaging,Novos utilizadores precisam treino nas oportunidades,"Não há avaria; a ideia é consolidar processo antes de aumentar utilizadores. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",CRM,opportunities,afeta uma equipa,training_needed / low / training_consulting,training_needed,medium,training_consulting,
SIS-2026-0165,Cartonagem Douro,packaging,Training on invoice validation workflow,"O responsável financeiro quer alinhar a equipa sobre o que deve ser validado antes de emitir. O texto original mistura português com inglês e foi limpo apenas o mínimo para ficar legível. Há alguma sensibilidade comercial, mas sem dramatização no pedido. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",invoicing,tax_validation,há workaround parcial,training_needed / low / training_consulting,training_needed,medium,training_consulting,
SIS-2026-0166,ValeFlex,printing,Set up invoice validation for Spain branch,"O cliente vai abrir operação em mercado novo e precisa de validar NIF e regras fiscais de forma diferente. Ainda não anexaram prints, mas podem enviar. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",invoicing,tax_validation,há workaround parcial; melhoria para analisar,client_misunderstanding / medium / support_level_1,configuration_request,medium,technical_support,
SIS-2026-0167,MetalLabel,industrial manufacturing,Nova opção na ficha de ocorrência,"A área de qualidade queria registar um código interno adicional para análise futura. O pedido entrou com pouco contexto e alguma pressa. Ainda estamos a confirmar se acontece em todas as empresas do grupo ou só nesta. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. O processo continua a funcionar e o pedido pode entrar em fila normal.",CRM,complaints,melhoria para analisar,,feature_request,low,account_management,
SIS-2026-0168,Cartonagem Douro,packaging,Servidor de relatórios falha ao abrir mapas pesados,"Não é um incidente total do ERP, mas para certas equipas já travou trabalho relevante. A equipa insiste que o problema é novo, mas não quantifica bem quando começou. No ticket interno alguém escreveu “talvez seja processo”, mas sem certeza. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",reporting,custom_reports,há workaround parcial,technical issue / high / infrastructure,infrastructure_problem,medium,infrastructure,
SIS-2026-0169,ValeFlex,printing,Ordem de fabrico bloqueia ao lançar consumo,"Parece um bug mais do que erro de utilização porque o comportamento repete-se em utilizadores diferentes e com ordens diferentes. O pedido entrou com pouco contexto e alguma pressa. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",production,work_orders,cliente à espera,data_issue / high / technical_support,software_bug,high,development,
SIS-2026-0170,LusoPack Embalagens,packaging,CRM fecha quando anexamos ocorrência,"Há dúvida se o anexo específico influencia, embora o padrão pareça de aplicação e não de processo. Pode ser necessário validar em ambiente real e não só em teste. No ticket interno alguém escreveu “talvez seja processo”, mas sem certeza. Há alguma sensibilidade comercial, mas sem dramatização no pedido. Não há bloqueio operacional imediato; o valor aqui é mais de conveniência ou prevenção.",CRM,complaints,pode esperar,,software_bug,low,technical_support,
SIS-2026-0171,LusoPack Embalagens,packaging,Onde editar morada fiscal do cliente?,"O pedido vem com pouca informação e pode ser simplesmente orientação funcional. Existe suspeita de configuração, embora nada conclusivo. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",CRM,customer_cards,afeta uma equipa,client_misunderstanding / low / support_level_1,training_needed,medium,support_level_1,Pedro Neves
SIS-2026-0172,PrintWorks Porto,printing,Stock movement totals look inflated,"Depois de uma integração/importação noturna apareceram movimentos em duplicado e o saldo disponível ficou acima do físico. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",stock,stock_movements,cliente à espera,data_issue / medium / technical_support,software_bug,high,technical_support,Miguel Santos
SIS-2026-0173,MetalLabel,industrial manufacturing,Precisa análise - Dashboard exporta ficheiro corrompido,"O dashboard apresenta valores no ecrã, mas o ficheiro exportado fica vazio ou com colunas trocadas. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",reporting,excel_export,afeta vários utilizadores,client_misunderstanding / medium / support_level_1,software_bug,high,development,
SIS-2026-0174,ValeFlex,printing,Nova regra de validação na fatura,"Existe alguma pressão temporal porque o arranque está próximo, mas o pedido é planeado e não um bloqueio atual. O pedido entrou com pouco contexto e alguma pressa. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",invoicing,tax_validation,precisamos ainda hoje,,configuration_request,high,technical_support,
SIS-2026-0175,PrintWorks Porto,printing,Users are locked out of the platform,"É o tipo de situação em que errar para baixo custa mais do que escalar cedo. O pedido entrou com pouco contexto e alguma pressa. O cliente pediu retorno curto mesmo que ainda não haja solução final. Sem isto resolvido hoje, a operação financeira ou produtiva fica efetivamente bloqueada.",general,login,todos bloqueados,technical issue / high / infrastructure,infrastructure_problem,critical,infrastructure,Helena Rocha
SIS-2026-0176,PlastiCentro,plastics,Reset de palavra-passe não chega por email,"O cliente ainda não sabe dizer se afeta todos os domínios ou só alguns. A equipa insiste que o problema é novo, mas não quantifica bem quando começou. No ticket interno alguém escreveu “talvez seja processo”, mas sem certeza. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",user_permissions,password_policy,cliente à espera,technical issue / high / infrastructure,infrastructure_problem,high,infrastructure,
SIS-2026-0177,Cartonagem Douro,packaging,URGENTE - Ambiente muito lento desde esta manhã,"Pode ser capacidade, base de dados, rede ou tarefa de fundo, por isso a triagem precisa de ser prudente. Já reiniciaram sessão, browser e posto, sem conclusão clara. Se possível, manter com Miguel Santos porque já conhece o contexto do cliente. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",general,performance,afeta vários utilizadores,technical issue / high / infrastructure,infrastructure_problem,high,infrastructure,Miguel Santos
SIS-2026-0178,MetalLabel,industrial manufacturing,Login intermitente no ambiente,"Não há alteração funcional pedida pelo cliente; tudo aponta para incidente de ambiente, autenticação ou infraestrutura. O pedido entrou com pouco contexto e alguma pressa. Podemos recolher base de dados de exemplo se for preciso, mas ainda não foi pedido. Sem isto resolvido hoje, a operação financeira ou produtiva fica efetivamente bloqueada.",general,login,produção parada,software_bug / high / development,infrastructure_problem,critical,infrastructure,Rui Costa
SIS-2026-0179,PrintWorks Porto,printing,Servidor de relatórios falha ao abrir mapas pesados,"Não é um incidente total do ERP, mas para certas equipas já travou trabalho relevante. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",reporting,custom_reports,parcialmente parado,,infrastructure_problem,high,infrastructure,
